Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86
fastqc | MantonBM1_HiSeq_1_S1_L007_R2_001 - illumina_universal_adapter	4.381650785738531e-05	5.5766464545763125e-05	0.00023103249597530439	0.0002489574310078711	0.00025891572824818595	0.00029078227941719344	0.00030472389555363425	0.0003505320628590825	0.00043219010022966424	0.0008733426679756118	0.002396962145743783	0.00552785079809877	0.010443266315918177	0.017331420517043953	0.02685454016795704	0.039123162368024926	0.05437628625101518	0.07152546992856136	0.08925721399466598	0.10767010559200813	0.12662871187811953	0.14633817377615066	0.16557461655526684	0.18415779503541838	0.20255276169772796	0.22028450576383257	0.23647171792796434	0.2509431154775899	0.2640452471566721	0.2750810321583891	0.28462406840378274	0.2929472132372379	0.3008879594566649	0.3084522820404081	0.3155724645672332	0.3221200450027402	0.328470451152889	0.3343338965679864	0.34018240453722326	0.3457968925213128	0.3514083930162302	0.35700993521390734	0.36292815126382644	0.3701718166764314	0.37929660443773194	0.3907954502611235	0.4053793765695646	0.42292888379617144
fastqc | MantonBM1_HiSeq_1_S1_L008_R2_001 - illumina_universal_adapter	2.8873746121482492e-05	3.506097743322874e-05	0.00023923961072085494	0.0002454268420326012	0.00026398853596783993	0.00031554879689905865	0.00034854736389503866	0.0004166069083242474	0.0005094153780004411	0.0009177726445756935	0.002347023077589077	0.0053519550846605046	0.009865540326579393	0.016164141801937072	0.024499373584077895	0.03533115320050833	0.048618232442483394	0.06334178055400222	0.07865724046101143	0.0947584787446124	0.11118351546686146	0.12828192919687223	0.14477605666876908	0.16078861130356836	0.1766289546668574	0.19185057489897178	0.20565841277635216	0.21792150523623322	0.22916679814533203	0.23842495859814167	0.24616518496913622	0.25284842599104085	0.25913362179855637	0.2653126034685536	0.2711626306738097	0.2765403658889358	0.2816283324376285	0.28656780543483923	0.2914258132197787	0.29629928908299746	0.30118204579318386	0.3058585614596454	0.31102799322060937	0.31738331098299144	0.3258196008765575	0.3368339038166844	0.35053140273567196	0.3673998577019295
fastqc | MantonBM1_HiSeq_2_S2_L007_R2_001 - illumina_universal_adapter	5.437952339449392e-05	6.0421692660548794e-05	0.00010271687752293295	0.00013091366743118906	0.0001711947958715549	0.0002316164885321037	0.00025578516559632324	0.0003262771403669635	0.00045114863853209765	0.0009063253899082319	0.0024269379885320432	0.005309052728440221	0.009768173646788721	0.016086268642660106	0.024337857803669056	0.03535373940389811	0.04862637122499866	0.06353340983256706	0.07904667942316296	0.09508058259885059	0.11170460430618959	0.1296206432082533	0.14727284071903263	0.164049930714445	0.18084313316123357	0.19684078332132487	0.21161590123325105	0.22534068872109472	0.23733640877063567	0.247388564372929	0.25602685236696543	0.263358017743112	0.27020077443691914	0.2768391044038915	0.28340291428324904	0.2893020855433407	0.29501596361260657	0.3003975223722395	0.30591402291214753	0.3113942704364593	0.3168956655532023	0.32243633477017464	0.32839894880755977	0.3351269042853119	0.3435376039036603	0.3544829935291187	0.36805471272888896	0.3849002806426499
fastqc | MantonBM1_HiSeq_2_S2_L008_R2_001 - illumina_universal_adapter	4.847960578913943e-05	6.112645947326277e-05	9.906702052563275e-05	0.00010960606526240219	0.0001623012889462494	0.0001960262321039116	0.0002508292647351127	0.0002845542078927749	0.0003730821836816382	0.0007956978776260928	0.0021014855205118265	0.004698306143651817	0.008909708420464886	0.014578660584373168	0.021988662938795762	0.03155916946425609	0.043291234065227835	0.05646082436829493	0.06974002073662441	0.08395929989547375	0.09851793629484706	0.11417790286921278	0.12968399939042163	0.1443543496640047	0.15894881881548303	0.17283084854275577	0.18560733247714134	0.19669124582680175	0.2070974985998879	0.21562674750535543	0.22252771399899204	0.22850651407816136	0.23432933629522645	0.24012054137808128	0.24568937261699025	0.2508155639769549	0.25564982379771106	0.26027435662820547	0.26480614586501633	0.2693105335855116	0.27403097172311064	0.2786734209296576	0.2839650752919895	0.29028850213405116	0.29856376006136254	0.3087381538502397	0.32186453406988613	0.33829385091003594
fastqc | MantonBM1_HiSeq_3_S3_L007_R2_001 - illumina_universal_adapter	3.656459909364891e-05	6.297236510572867e-05	9.547423096674992e-05	0.00013610156329302647	0.00016860342915404775	0.00020313666163138282	0.00024173262734134555	0.00032908139184284013	0.0004286183560422177	0.0008795817448638875	0.002184734795845522	0.00451572798806564	0.008381418658910855	0.013774697025224068	0.020762598185343636	0.029909842058604807	0.04127533827688067	0.05399575602823786	0.06720471745081853	0.08096722627634471	0.09538485083563211	0.11047790479484386	0.1254907197727112	0.13971841155337325	0.15405376576469992	0.16783252552315664	0.18067279390487634	0.19254816314384698	0.20327479456129216	0.21252766949860163	0.2204936736844763	0.22781675033628768	0.2346472205836429	0.2415020672303939	0.24806541276770389	0.2543169435294097	0.2603196318806171	0.26583885497714177	0.2712341647100713	0.27656650207789507	0.28183586708061314	0.28707984000062725	0.29254421619851145	0.2985855005154288	0.3056577033901254	0.31441797192297877	0.32533758316897377	0.33912446839389576
fastqc | MantonBM1_HiSeq_3_S3_L008_R2_001 - illumina_universal_adapter	4.2834887379477886e-05	5.1401864855373465e-05	8.781151912792967e-05	0.00012636291776945978	0.00016491431641098986	0.00021845792563533723	0.00025700932427686734	0.00031911991097711024	0.0004219236406878572	0.0008695482138034011	0.00204857848892353	0.004394859445134431	0.008101148075643754	0.012932923372048861	0.01938707002795169	0.027818046736417426	0.03787782003748781	0.04917873420037856	0.06087372932716051	0.07287499389870573	0.08539134799098917	0.09854058754430439	0.1117326619849991	0.12427792962626368	0.137088773569281	0.14931277955519953	0.16083964774901705	0.17124745451004567	0.18047516012376968	0.18835356678504017	0.19514075469031844	0.20115477287839711	0.20695140401302498	0.21273197206488553	0.21822768811567253	0.22361952956456432	0.2285016358536403	0.23336232469902657	0.23801419346843783	0.2428491813813964	0.24739182118799005	0.2518123815655522	0.2564599668462255	0.26170616967802707	0.2680692921982485	0.2764156700041398	0.28698303672065695	0.2999245270701817
fastqc | MantonBM1_HiSeq_4_S4_L007_R2_001 - illumina_universal_adapter	5.624851750001064e-05	7.87479245000149e-05	0.00013687139258335924	0.00016874555250003193	0.00022686902058337624	0.00026061813108338265	0.0003131167474167259	0.00038061496841673866	0.0004668626952500883	0.0007612299368334773	0.001659331266250314	0.0034105351110839785	0.006337332971667865	0.010335665090626955	0.015702711135419635	0.02280971132154598	0.03162947886554765	0.04123766312984113	0.05127708602830137	0.0620121155931784	0.07318682106984717	0.08546680991539117	0.09753680429560178	0.1089280665646456	0.12078994143010618	0.13256744351931676	0.1433352847194021	0.15334564588382066	0.1625000921069474	0.17050331867190727	0.17768812930724193	0.18418014570203484	0.19050154159374438	0.19674231461037056	0.20297465034937173	0.20890886894562286	0.21441372385829055	0.21976014544666655	0.22488907276737585	0.23011362256783519	0.2351656769146278	0.24005367308537873	0.2452322865965464	0.25082526418663076	0.257409153160007	0.2657948696439669	0.27641083984680226	0.28975205072251314
fastqc | MantonBM1_HiSeq_4_S4_L008_R2_001 - illumina_universal_adapter	4.518772710762239e-05	5.697582983134997e-05	8.841077042795685e-05	0.00012573976238642752	0.00017878622464320164	0.0002613029437092947	0.00030452598702962913	0.00037328991958470673	0.00044008916835249634	0.0007465798391694135	0.0016444403299599973	0.0033694326951988	0.006077749295975212	0.009907900339293032	0.014678152574828126	0.02102408120776814	0.028803246663534697	0.0374458906438143	0.0463429611745477	0.055721379233166626	0.06553497475066983	0.07629554785364584	0.08701486259708878	0.09742670432782116	0.10819906553352088	0.11871700018876682	0.1282683104206671	0.13724298596099838	0.14547599337162842	0.15244079739756414	0.15856766378822157	0.164073690102096	0.16962195711739708	0.1751898709705711	0.18054952834229254	0.1856429710608365	0.1903749119625195	0.19474633338923514	0.19911480779026985	0.20348721155887914	0.2077564694286558	0.2120355507173689	0.21675570351632817	0.22167036001022894	0.22776186209271515	0.2356215795837605	0.24565521968543996	0.2582066020605289
fastqc | MantonBM1_HiSeq_5_S5_L007_R2_001 - illumina_universal_adapter	4.800711739806224e-05	6.0008896747577804e-05	0.0001028723944244191	0.00014402135219418672	0.00021431748838420645	0.00032061896262277283	0.0003634824602996141	0.0004354931363967075	0.0005383655308211266	0.000802404676510469	0.0016948226981423045	0.0033476391685613046	0.0059374516981960555	0.009627141578218553	0.014343840862578169	0.020680780359122387	0.028300195706157695	0.036786310976218733	0.0453847286101931	0.054182032873388006	0.06340111395372303	0.0734637486683383	0.08314747006349027	0.09230139862735649	0.10163964023123313	0.11073613170821239	0.11952572054182548	0.12764492427177276	0.13522661974085243	0.141792450314991	0.14773333109300119	0.15330815760085117	0.15875010726590294	0.16410547266564748	0.1692482351169149	0.17427783793431545	0.17923714461552598	0.1839529866299321	0.1886379669260108	0.19334780805074214	0.19818795420841107	0.20309325288254879	0.20845204736210748	0.21438264090067524	0.2216351447075968	0.2308979465555622	0.2430171718887123	0.2583563031673467
